nombre,categoria,cocina,comuna,barrio,lat,long,geometry
LA CASA DE JOSE,RESTAURANTE,REGIONAL,Comuna 2,Recoleta,-34.5926417547002,-58.40369134868,POINT (-58.40369134868 -34.5926417547002)
LA CASA DE OSHAUA,RESTAURANTE,NATURISTA,Comuna 13,Colegiales,-34.5735917339745,-58.4426435743967,POINT (-58.4426435743967 -34.5735917339745)
LA CASONA,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6034734939905,-58.3764406084143,POINT (-58.3764406084143 -34.6034734939905)
"LA CASONA DE CA,A NDIDO",RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5815511227481,-58.4430854774549,POINT (-58.4430854774549 -34.5815511227481)
LA CASONA DEL NONO,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6023521260614,-58.378475705783,POINT (-58.378475705783 -34.6023521260614)
LA CASONA DEL PROGRESO,RESTAURANTE,PARRILLA,Comuna 1,San Nicolas,-34.6013010435482,-58.3793621061135,POINT (-58.3793621061135 -34.6013010435482)
LA CASONA DE RAQUEL,RESTAURANTE,TRADICIONAL,Comuna 4,Boca,-34.6375881943001,-58.361874018248,POINT (-58.361874018248 -34.6375881943001)
LA CASONA DE ROQUE,RESTAURANTE,ITALIANA,Comuna 1,Puerto Madero,-34.6014529607976,-58.3673043559098,POINT (-58.3673043559098 -34.6014529607976)
LA CASONA DE SAN TELMO,RESTAURANTE,INTERNACIONAL,Comuna 1,San Telmo,-34.6193105328266,-58.3694238388218,POINT (-58.3694238388218 -34.6193105328266)
LA CASTELLANA,RESTAURANTE,PIZZERIA,Comuna 3,Balvanera,-34.6148966559782,-58.4062925264117,POINT (-58.4062925264117 -34.6148966559782)
LA CATEDRAL DEL FUTBOL,RESTAURANTE,PIZZERIA,Comuna 9,Mataderos,-34.6549366563716,-58.5208969658047,POINT (-58.5208969658047 -34.6549366563716)
LA CAUTIVA,RESTAURANTE,PARRILLA,Comuna 1,Monserrat,-34.6101560705412,-58.3726283661026,POINT (-58.3726283661026 -34.6101560705412)
LA CENTRAL,RESTAURANTE,MINUTAS,Comuna 1,Constitucion,-34.6270335991421,-58.3824969954798,POINT (-58.3824969954798 -34.6270335991421)
LA CHACRA,RESTAURANTE,PARRILLA,Comuna 1,Retiro,-34.5989146078165,-58.3803950606892,POINT (-58.3803950606892 -34.5989146078165)
LA CHIRILISIMA,BAR,MINUTAS,Comuna 4,Boca,-34.6377752991667,-58.3625479333345,POINT (-58.3625479333345 -34.6377752991667)
LA CHOLITA,BAR,TRADICIONAL,Comuna 2,Recoleta,-34.5953683242688,-58.3919595862184,POINT (-58.3919595862184 -34.5953683242688)
LA CHURRASQUITA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6039290929719,-58.3840165359418,POINT (-58.3840165359418 -34.6039290929719)
LA CLAC,RESTAURANTE,TRADICIONAL,Comuna 1,Monserrat,-34.61633000108,-58.3775516767044,POINT (-58.3775516767044 -34.61633000108)
LA COLONIA,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5932490943454,-58.4017025819531,POINT (-58.4017025819531 -34.5932490943454)
LA COMPARSA,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5938195469902,-58.4035373125255,POINT (-58.4035373125255 -34.5938195469902)
LA CONTINENTAL,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.595494814953,-58.4125088213617,POINT (-58.4125088213617 -34.595494814953)
LA CONTINENTAL,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.604937451872,-58.3921481039965,POINT (-58.3921481039965 -34.604937451872)
LA CONTINENTAL,RESTAURANTE,PIZZERIA,Comuna 9,Liniers,-34.6390907867915,-58.5243597776195,POINT (-58.5243597776195 -34.6390907867915)
LA CONTINENTAL,RESTAURANTE,PIZZERIA,Comuna 4,Nueva Pompeya,-34.6524264533882,-58.4161878762032,POINT (-58.4161878762032 -34.6524264533882)
LA CONTINENTAL,RESTAURANTE,PIZZERIA,Comuna 6,Caballito,-34.6210338050867,-58.441698286644,POINT (-58.441698286644 -34.6210338050867)
LA CORONA,RESTAURANTE,PIZZERIA,Comuna 11,Villa Gral. Mitre,-34.6030604207431,-58.4644996773024,POINT (-58.4644996773024 -34.6030604207431)
LA CORTE,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5714520831996,-58.430575966537,POINT (-58.430575966537 -34.5714520831996)
LA CORUAfaEUR~A,RESTAURANTE,TRADICIONAL,Comuna 1,San Telmo,-34.6192940137824,-58.3729161061597,POINT (-58.3729161061597 -34.6192940137824)
LA CROIX,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5968393569517,-58.4116162570571,POINT (-58.4116162570571 -34.5968393569517)
LACROZE,RESTAURANTE,MINUTAS,Comuna 15,Chacarita,-34.5853345306765,-58.4541794692046,POINT (-58.4541794692046 -34.5853345306765)
LA CUBANA,RESTAURANTE,MINUTAS,Comuna 1,Constitucion,-34.6290718735202,-58.3821561052715,POINT (-58.3821561052715 -34.6290718735202)
LA CUEVA,BAR,PIZZERIA,Comuna 11,Villa Gral. Mitre,-34.6089724497972,-58.4744530789596,POINT (-58.4744530789596 -34.6089724497972)
LA CUEVA DEL CAMIONERO,RESTAURANTE,MINUTAS,Comuna 4,Parque Patricios,-34.6460158737116,-58.4095629673918,POINT (-58.4095629673918 -34.6460158737116)
LA CUEVA DEL OSO,RESTAURANTE,MINUTAS,Comuna 15,Paternal,-34.5929265494799,-58.4645713516327,POINT (-58.4645713516327 -34.5929265494799)
LA CUSPIDE,RESTAURANTE,PARRILLA,Comuna 4,Parque Patricios,-34.6309063509305,-58.3987916869596,POINT (-58.3987916869596 -34.6309063509305)
LA CUYANA,RESTAURANTE,MINUTAS,Comuna 10,Velez Sarsfield,-34.6353805484036,-58.4879174654399,POINT (-58.4879174654399 -34.6353805484036)
"LA CA,A TEDRA",RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5750703439051,-58.4233319697146,POINT (-58.4233319697146 -34.5750703439051)
LA DAMA BOLLINI,RESTAURANTE,INTERNACIONAL,Comuna 2,Recoleta,-34.5861992948338,-58.4029725066599,POINT (-58.4029725066599 -34.5861992948338)
LA DORITA,RESTAURANTE,PARRILLA,Comuna 14,Palermo,-34.5833680238079,-58.4335761210736,POINT (-58.4335761210736 -34.5833680238079)
LA DULCE ESQUINA,RESTAURANTE,SANDWICHERIA,Comuna 2,Recoleta,-34.5853687186171,-58.4036658628397,POINT (-58.4036658628397 -34.5853687186171)
LA ESCALERITA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6007512609284,-58.3711210573357,POINT (-58.3711210573357 -34.6007512609284)
LA ESMERALDA,RESTAURANTE,PARRILLA,Comuna 2,Recoleta,-34.5978705981919,-58.4130047535218,POINT (-58.4130047535218 -34.5978705981919)
LA ESPONJA,CONFITERIA,PIZZERIA,Comuna 10,Floresta,-34.6229271146678,-58.4961527102273,POINT (-58.4961527102273 -34.6229271146678)
LA ESQUINA,RESTAURANTE,PIZZERIA,Comuna 9,Liniers,-34.6391408558871,-58.5249401709504,POINT (-58.5249401709504 -34.6391408558871)
LA ESQUINA DE 25,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.5996172341857,-58.3715387369809,POINT (-58.3715387369809 -34.5996172341857)
LA ESQUINA DE ANIBAL TROILO,RESTAURANTE,TRADICIONAL,Comuna 2,Recoleta,-34.5983995999247,-58.3880863143004,POINT (-58.3880863143004 -34.5983995999247)
LA ESQUINA DE AREVALO,RESTAURANTE,PARRILLA,Comuna 14,Palermo,-34.5775835356377,-58.4355116980583,POINT (-58.4355116980583 -34.5775835356377)
LA ESQUINA DE CHARCAS,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5807692063995,-58.4269258845973,POINT (-58.4269258845973 -34.5807692063995)
LA ESQUINA DE LAS FLORES,RESTAURANTE,NATURISTA,Comuna 6,Caballito,-34.6275959339193,-58.4479774351061,POINT (-58.4479774351061 -34.6275959339193)
LA ESTANCIA,CONFITERIA,PARRILLA,Comuna 14,Palermo,-34.5828938176714,-58.4194114428257,POINT (-58.4194114428257 -34.5828938176714)
LA ESTANCIA,RESTAURANTE,PORTEA'A,Comuna 1,San Nicolas,-34.6024341017792,-58.3801653409671,POINT (-58.3801653409671 -34.6024341017792)
LA ESTRELLA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Telmo,-34.623030642247,-58.3727761711009,POINT (-58.3727761711009 -34.623030642247)
LA ESTRELLA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6023392524835,-58.3765193069702,POINT (-58.3765193069702 -34.6023392524835)
LA ESTRELLA,RESTAURANTE,PARRILLA,Comuna 10,Floresta,-34.6344377286367,-58.4724368671623,POINT (-58.4724368671623 -34.6344377286367)
LA ESTRELLA,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6129311560828,-58.3960150648662,POINT (-58.3960150648662 -34.6129311560828)
LA ESTUFA,BAR,ITALIANA,Comuna 4,Boca,-34.6391576192609,-58.3618987734019,POINT (-58.3618987734019 -34.6391576192609)
LA EULOGIA,RESTAURANTE,REGIONAL,Comuna 6,Caballito,-34.6266543436437,-58.4416259499269,POINT (-58.4416259499269 -34.6266543436437)
LA FAMILIA,RESTAURANTE,MINUTAS,Comuna 4,Parque Patricios,-34.6366052242548,-58.4022432865846,POINT (-58.4022432865846 -34.6366052242548)
LA FAMILIA,RESTAURANTE,INTERNACIONAL,Comuna 12,Villa Urquiza,-34.577266646571,-58.4936030482243,POINT (-58.4936030482243 -34.577266646571)
LA FARMACIA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Telmo,-34.6184151790172,-58.3729954054481,POINT (-58.3729954054481 -34.6184151790172)
LA FAROLA,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6136937909589,-58.4066425438628,POINT (-58.4066425438628 -34.6136937909589)
LA FAROLA,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5872295879627,-58.417278428943,POINT (-58.417278428943 -34.5872295879627)
LA FAROLA,RESTAURANTE,TRADICIONAL,Comuna 13,Belgrano,-34.5573089988271,-58.4610143307538,POINT (-58.4610143307538 -34.5573089988271)
LA FAROLA DE DEVOTO,RESTAURANTE,TRADICIONAL,Comuna 11,Villa Devoto,-34.6130651379546,-58.5237299022538,POINT (-58.5237299022538 -34.6130651379546)
LA FAROLA DE LA BOCA,RESTAURANTE,INTERNACIONAL,Comuna 4,Boca,-34.6318557518497,-58.3609644532341,POINT (-58.3609644532341 -34.6318557518497)
LA FAROLA DE LINIERS,RESTAURANTE,MINUTAS,Comuna 9,Liniers,-34.6394566573843,-58.5288966353482,POINT (-58.5288966353482 -34.6394566573843)
LA FAROLA DE STA FE,RESTAURANTE,TRADICIONAL,Comuna 2,Recoleta,-34.5957595751812,-58.3939806098666,POINT (-58.3939806098666 -34.5957595751812)
LA FAROLA DE URQUIZA,RESTAURANTE,PIZZERIA,Comuna 12,Villa Urquiza,-34.5740041221297,-58.4854993944887,POINT (-58.4854993944887 -34.5740041221297)
LA FAROLA EXPRESS DE PATRICIOS,RESTAURANTE,PIZZERIA,Comuna 4,Parque Patricios,-34.6366855007711,-58.4040996587192,POINT (-58.4040996587192 -34.6366855007711)
LA FAROLA VIP,RESTAURANTE,TRADICIONAL,Comuna 11,Villa Devoto,-34.5899046196899,-58.5167470198952,POINT (-58.5167470198952 -34.5899046196899)
LA FIOTA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.602590411588,-58.3704962530528,POINT (-58.3704962530528 -34.602590411588)
LA FLOR DE BARRACAS,RESTAURANTE,MINUTAS,Comuna 4,Barracas,-34.6418255758977,-58.3794900010898,POINT (-58.3794900010898 -34.6418255758977)
LA FONDA DE POLO,RESTAURANTE,PARRILLA,Comuna 14,Palermo,-34.5719280669368,-58.4312640532651,POINT (-58.4312640532651 -34.5719280669368)
LA FONDA PORTEAfaEUR~A,RESTAURANTE,REGIONAL,Comuna 6,Caballito,-34.6227739684721,-58.4413630953703,POINT (-58.4413630953703 -34.6227739684721)
LA FONDUE,RESTAURANTE,ITALIANA,Comuna 14,Palermo,-34.5732870854312,-58.4221539439077,POINT (-58.4221539439077 -34.5732870854312)
LA FORCHETTA,RESTAURANTE,PORTEA'A,Comuna 2,Recoleta,-34.5965829198748,-58.4007055997744,POINT (-58.4007055997744 -34.5965829198748)
LA FUENTE,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6079281763539,-58.3792740461151,POINT (-58.3792740461151 -34.6079281763539)
LA FUNDACION,RESTAURANTE,TRADICIONAL,Comuna 1,Retiro,-34.5986906805324,-58.386871134832,POINT (-58.386871134832 -34.5986906805324)
LA GALERA,RESTAURANTE,REGIONAL,Comuna 14,Palermo,-34.5887172802298,-58.429821695893,POINT (-58.429821695893 -34.5887172802298)
LA GANCHERA,RESTAURANTE,PARRILLA,Comuna 9,Mataderos,-34.6631284408004,-58.4994789555063,POINT (-58.4994789555063 -34.6631284408004)
LA GENEROSA,RESTAURANTE,TENEDOR LIBRE,Comuna 5,Almagro,-34.6030122702166,-58.4234659389785,POINT (-58.4234659389785 -34.6030122702166)
LA GIRALDA,RESTAURANTE,PIZZERIA,Comuna 9,Mataderos,-34.6580877092333,-58.4792923844855,POINT (-58.4792923844855 -34.6580877092333)
LA GIRALDA,CONFITERIA,MINUTAS,Comuna 1,San Nicolas,-34.6040745944505,-58.3875441547913,POINT (-58.3875441547913 -34.6040745944505)
LA GITANA,RESTAURANTE,TRADICIONAL,Comuna 4,Boca,-34.6389710403158,-58.3620076026813,POINT (-58.3620076026813 -34.6389710403158)
LA GRAN LULI,RESTAURANTE,PARRILLA,Comuna 14,Palermo,-34.579474924912,-58.4328168127763,POINT (-58.4328168127763 -34.579474924912)
LA GRAN TABERNA,RESTAURANTE,MARISCOS,Comuna 3,Balvanera,-34.610282277728,-58.3933937037077,POINT (-58.3933937037077 -34.610282277728)
LA GRAN VIA,RESTAURANTE,TRADICIONAL,Comuna 3,Balvanera,-34.6094708523042,-58.3951420391206,POINT (-58.3951420391206 -34.6094708523042)
LA GRAN VIA,RESTAURANTE,MEDITERRANEA,Comuna 13,NuAfA+-ez,-34.5463810403396,-58.463175737937,POINT (-58.463175737937 -34.5463810403396)
LA GRILLA,RESTAURANTE,PARRILLA,Comuna 11,Villa Devoto,-34.5961295117375,-58.4994580276858,POINT (-58.4994580276858 -34.5961295117375)
LA GRUTA,CAFE,MINUTAS,Comuna 2,Recoleta,-34.5943908125722,-58.3980358154588,POINT (-58.3980358154588 -34.5943908125722)
LA HOGUER,CONFITERIA,PARRILLA,Comuna 1,San Nicolas,-34.6022426794884,-58.3895501581987,POINT (-58.3895501581987 -34.6022426794884)
LA HUERTA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6023992330941,-58.3793735502996,POINT (-58.3793735502996 -34.6023992330941)
LA IBERICA,RESTAURANTE,MINUTAS,Comuna 1,Constitucion,-34.6240324981523,-58.3903048882674,POINT (-58.3903048882674 -34.6240324981523)
L'AIGLON,RESTAURANTE,TRADICIONAL,Comuna 3,Balvanera,-34.6081934947869,-58.3921198207612,POINT (-58.3921198207612 -34.6081934947869)
LA IMPRENTA,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5660956449149,-58.4347927178262,POINT (-58.4347927178262 -34.5660956449149)
LA ISLA,RESTAURANTE,FAST FOOD,Comuna 1,San Nicolas,-34.6011883168797,-58.377162354804,POINT (-58.377162354804 -34.6011883168797)
LA JUVENTUS,RESTAURANTE,MINUTAS,Comuna 10,Versalles,-34.6264034397123,-58.519124652823,POINT (-58.519124652823 -34.6264034397123)
LA LEYENDA,RESTAURANTE,MEDITERRANEA,Comuna 1,Retiro,-34.598899686013,-58.3800054762284,POINT (-58.3800054762284 -34.598899686013)
LA LOCANDA DEI TEMPLARI,CAFE,ITALIANA,Comuna 2,Recoleta,-34.5856052078707,-58.4036033540692,POINT (-58.4036033540692 -34.5856052078707)
LA LOGIA,RESTAURANTE,TRADICIONAL,Comuna 1,Monserrat,-34.6136608132493,-58.3728667123736,POINT (-58.3728667123736 -34.6136608132493)
LA MADELEINE,RESTAURANTE,INTERNACIONAL,Comuna 1,Puerto Madero,-34.6000060330588,-58.3674710536534,POINT (-58.3674710536534 -34.6000060330588)
LA MADRUGADA,RESTAURANTE,MINUTAS,Comuna 10,Floresta,-34.6368761684479,-58.4784945770985,POINT (-58.4784945770985 -34.6368761684479)
LAMARCA,RESTAURANTE,TRADICIONAL,Comuna 10,Floresta,-34.6324362538322,-58.4766826758284,POINT (-58.4766826758284 -34.6324362538322)
LA MARISQUERIA,RESTAURANTE,MARISCOS,Comuna 14,Palermo,-34.5841660544367,-58.4007470581779,POINT (-58.4007470581779 -34.5841660544367)
LA MARQUISE,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.600737630686,-58.3919006845633,POINT (-58.3919006845633 -34.600737630686)
LA MAZAMORRA,RESTAURANTE,TRADICIONAL,Comuna 13,Colegiales,-34.5805920514302,-58.450442151671,POINT (-58.450442151671 -34.5805920514302)
LA MENSULA,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5715399456194,-58.432129633415,POINT (-58.432129633415 -34.5715399456194)
LA MIRAGE,RESTAURANTE,MINUTAS,Comuna 15,Chacarita,-34.5825997944255,-58.4521790960678,POINT (-58.4521790960678 -34.5825997944255)
LA MISION,RESTAURANTE,INTERNACIONAL,Comuna 2,Recoleta,-34.5957715477838,-58.3964515364531,POINT (-58.3964515364531 -34.5957715477838)
LA MISION,RESTAURANTE,PIZZERIA,Comuna 11,Villa Devoto,-34.6063991038224,-58.5128069663509,POINT (-58.5128069663509 -34.6063991038224)
LA MODERMA,RESTAURANTE,PIZZERIA,Comuna 1,San Telmo,-34.6207868733346,-58.3755898411137,POINT (-58.3755898411137 -34.6207868733346)
LAMON DI,RESTAURANTE,PORTEA'A,Comuna 6,Caballito,-34.6049290988055,-58.4588941686498,POINT (-58.4588941686498 -34.6049290988055)
LA MONTANA,RESTAURANTE,TRADICIONAL,Comuna 1,Retiro,-34.5941402955304,-58.378867859974,POINT (-58.378867859974 -34.5941402955304)
LA MONTURA,RESTAURANTE,PARRILLA,Comuna 4,Boca,-34.6325322465991,-58.356903075559,POINT (-58.356903075559 -34.6325322465991)
LA MORA,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6062805809822,-58.383732896759,POINT (-58.383732896759 -34.6062805809822)
LA MORADA,RESTAURANTE,PORTEA'A,Comuna 2,Recoleta,-34.5915935132876,-58.3997001839217,POINT (-58.3997001839217 -34.5915935132876)
LA NENA,RESTAURANTE,PARRILLA,Comuna 6,Caballito,-34.6228553783917,-58.4336608278198,POINT (-58.4336608278198 -34.6228553783917)
LANIN,RESTAURANTE,PARRILLA,Comuna 4,Barracas,-34.6409737383233,-58.3781895311024,POINT (-58.3781895311024 -34.6409737383233)
LA NONNA ROSA,RESTAURANTE,TRADICIONAL,Comuna 13,Belgrano,-34.5506628734857,-58.4530303429799,POINT (-58.4530303429799 -34.5506628734857)
LA NORTEAfaEUR~ITA,RESTAURANTE,PERUANA,Comuna 13,Belgrano,-34.556301373061,-58.4613170386056,POINT (-58.4613170386056 -34.556301373061)
LA NUEVA AMISTAD,RESTAURANTE,TRADICIONAL,Comuna 9,Parque Avellaneda,-34.6408346988131,-58.4736048609519,POINT (-58.4736048609519 -34.6408346988131)
LA NUEVA ARGENTINA,RESTAURANTE,PORTEA'A,Comuna 4,Barracas,-34.6381726552529,-58.3712297846068,POINT (-58.3712297846068 -34.6381726552529)
LA NUEVA FAROLA,RESTAURANTE,PIZZERIA,Comuna 3,Balvanera,-34.6182281152389,-58.3946539445141,POINT (-58.3946539445141 -34.6182281152389)
LA NUEVA GATA,RESTAURANTE,PIZZERIA,Comuna 2,Recoleta,-34.5971226084505,-58.3961557568214,POINT (-58.3961557568214 -34.5971226084505)
LA NUEVA GATA ALEGRIA,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5877826290323,-58.4079916266582,POINT (-58.4079916266582 -34.5877826290323)
LA NUEVA MONEDA,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6020899575265,-58.3736869055811,POINT (-58.3736869055811 -34.6020899575265)
LA NUEVA OLA,BAR,TRADICIONAL,Comuna 2,Recoleta,-34.5966634494434,-58.4004564181533,POINT (-58.4004564181533 -34.5966634494434)
LA NUEVA REAL,BAR,MINUTAS,Comuna 1,San Nicolas,-34.6030047236056,-58.3884448705776,POINT (-58.3884448705776 -34.6030047236056)
LA NUEVA SAN AGUSTIN,RESTAURANTE,SANDWICHERIA,Comuna 14,Palermo,-34.5833089078483,-58.4021926186357,POINT (-58.4021926186357 -34.5833089078483)
LA NUEVA VEREDA,RESTAURANTE,PIZZERIA,Comuna 12,Villa Urquiza,-34.5709375967172,-58.4922465984934,POINT (-58.4922465984934 -34.5709375967172)
LA OCHAVA,RESTAURANTE,PARRILLA,Comuna 14,Palermo,-34.5712777280969,-58.4323965149774,POINT (-58.4323965149774 -34.5712777280969)
LA OFICINA,RESTAURANTE,MINUTAS,Comuna 10,Monte Castro,-34.6248662330974,-58.5107638879448,POINT (-58.5107638879448 -34.6248662330974)
LA OPERA,BAR,PIZZERIA,Comuna 1,San Nicolas,-34.6043365302074,-58.3920432065014,POINT (-58.3920432065014 -34.6043365302074)
LA PAILA,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5870744827171,-58.4287451937355,POINT (-58.4287451937355 -34.5870744827171)
LA PALMAS,RESTAURANTE,ESPAA'OLA,Comuna 4,Nueva Pompeya,-34.6448085871262,-58.4254491649241,POINT (-58.4254491649241 -34.6448085871262)
LA PALOMA,RESTAURANTE,TRADICIONAL,Comuna 10,Monte Castro,-34.6283021069577,-58.5162754295049,POINT (-58.5162754295049 -34.6283021069577)
LA PAMPA,RESTAURANTE,PARRILLA,Comuna 4,Boca,-34.6282380465574,-58.3595628964585,POINT (-58.3595628964585 -34.6282380465574)
LA PAROLACCIA,BAR,INTERNACIONAL,Comuna 2,Recoleta,-34.5966855176969,-58.3947959178132,POINT (-58.3947959178132 -34.5966855176969)
LA PAROLACCIA DEL MARE,RESTAURANTE,MARISCOS,Comuna 1,Puerto Madero,-34.611191446383,-58.3661580367515,POINT (-58.3661580367515 -34.611191446383)
LA PAROLACCIA TRATTORIAS,RESTAURANTE,ITALIANA,Comuna 1,Puerto Madero,-34.6098341225159,-58.366341435978,POINT (-58.366341435978 -34.6098341225159)
LA PASCANA,RESTAURANTE,ITALIANA,Comuna 14,Palermo,-34.5802790485632,-58.429966475784,POINT (-58.429966475784 -34.5802790485632)
LA PAVA,RESTAURANTE,PARRILLA,Comuna 11,Villa Devoto,-34.6016703326309,-58.5126068565283,POINT (-58.5126068565283 -34.6016703326309)
LA PAZ,RESTAURANTE,INTERNACIONAL,Comuna 9,Mataderos,-34.6492715825515,-58.4998447014574,POINT (-58.4998447014574 -34.6492715825515)
LA PEDRERA,BAR,PIZZERIA,Comuna 12,Saavedra,-34.5518385840832,-58.4734920104836,POINT (-58.4734920104836 -34.5518385840832)
LA PEAfaEUR~A DEL COLORADO,RESTAURANTE,REGIONAL,Comuna 14,Palermo,-34.5884349232193,-58.4140179997561,POINT (-58.4140179997561 -34.5884349232193)
LA PEAfaEUR~A DEL COYA,RESTAURANTE,REGIONAL,Comuna 7,Parque Chacabuco,-34.6311378721261,-58.4259451257196,POINT (-58.4259451257196 -34.6311378721261)
LA PEPONA,CAFE,MINUTAS,Comuna 14,Palermo,-34.5814067639243,-58.4220767269766,POINT (-58.4220767269766 -34.5814067639243)
LA PERGOLA,CAFE,PIZZERIA,Comuna 14,Palermo,-34.5843332624512,-58.4426239883933,POINT (-58.4426239883933 -34.5843332624512)
LA PERGOLA,RESTAURANTE,INTERNACIONAL,Comuna 15,Chacarita,-34.5817762253463,-58.4516280106486,POINT (-58.4516280106486 -34.5817762253463)
LA PERGOLA DE SAN TELMO,RESTAURANTE,TRADICIONAL,Comuna 1,San Telmo,-34.6203567198379,-58.3721267644479,POINT (-58.3721267644479 -34.6203567198379)
LA PERLA,RESTAURANTE,INTERNACIONAL,Comuna 3,Balvanera,-34.6100464085127,-58.4060636041026,POINT (-58.4060636041026 -34.6100464085127)
LA PERLA,RESTAURANTE,PIZZERIA,Comuna 4,Parque Patricios,-34.6347372758571,-58.4057043880637,POINT (-58.4057043880637 -34.6347372758571)
LA PERLA,RESTAURANTE,TRADICIONAL,Comuna 4,Boca,-34.6393480211809,-58.3616629294783,POINT (-58.3616629294783 -34.6393480211809)
LA PERLITA,RESTAURANTE,PARRILLA,Comuna 3,Balvanera,-34.6109274557535,-58.4057953970804,POINT (-58.4057953970804 -34.6109274557535)
LA PIARA,RESTAURANTE,PARRILLA,Comuna 14,Palermo,-34.582295139417,-58.4095959593832,POINT (-58.4095959593832 -34.582295139417)
LA PICOAfaEUR~A,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6006980350125,-58.3904494845648,POINT (-58.3904494845648 -34.6006980350125)
LA PIPA,RESTAURANTE,MINUTAS,Comuna 1,Constitucion,-34.6262191169881,-58.3870903853764,POINT (-58.3870903853764 -34.6262191169881)
LA PIPA DE MI PAPA,RESTAURANTE,MINUTAS,Comuna 1,Monserrat,-34.6167686469733,-58.3889367175247,POINT (-58.3889367175247 -34.6167686469733)
LA PIPETA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6022669161901,-58.3739331536793,POINT (-58.3739331536793 -34.6022669161901)
LA PIZZA LOCA,RESTAURANTE,PIZZERIA,Comuna 12,Villa Urquiza,-34.5663591398159,-58.5023262411818,POINT (-58.5023262411818 -34.5663591398159)
LA PLACITA,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5886832954342,-58.4304357446208,POINT (-58.4304357446208 -34.5886832954342)
LA PLANCHITA,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6081661334618,-58.3775134460166,POINT (-58.3775134460166 -34.6081661334618)
LA PLAYA,CAFE,SANDWICHERIA,Comuna 12,Saavedra,-34.5402221407465,-58.475425826502,POINT (-58.475425826502 -34.5402221407465)
LA PLAZA,RESTAURANTE,TENEDOR LIBRE,Comuna 14,Palermo,-34.583048293854,-58.4223047800909,POINT (-58.4223047800909 -34.583048293854)
LA PLAZA DEL VIRREY/ INTERCONTINENT,RESTAURANTE,INTERNACIONAL,Comuna 1,Monserrat,-34.6116367983544,-58.3778591712599,POINT (-58.3778591712599 -34.6116367983544)
LA POLCHERIA,RESTAURANTE,MINUTAS,Comuna 1,Retiro,-34.5981830003218,-58.3861192249253,POINT (-58.3861192249253 -34.5981830003218)
LA POPULAR,RESTAURANTE,PIZZERIA,Comuna 9,Parque Avellaneda,-34.6522738057462,-58.4725197968372,POINT (-58.4725197968372 -34.6522738057462)
LA PORTEAfaEUR~ITA,RESTAURANTE,MINUTAS,Comuna 10,Velez Sarsfield,-34.6352817882812,-58.4875087403774,POINT (-58.4875087403774 -34.6352817882812)
LA POSADA DE 1820,RESTAURANTE,PARRILLA,Comuna 1,San Nicolas,-34.6009406848645,-58.3741153867688,POINT (-58.3741153867688 -34.6009406848645)
LA POSTA DE ACHAVAL,RESTAURANTE,PIZZERIA,Comuna 6,Caballito,-34.6300474746305,-58.4481204245367,POINT (-58.4481204245367 -34.6300474746305)
LA POSTA DE ANTONIO,RESTAURANTE,INTERNACIONAL,Comuna 4,Barracas,-34.6405580719645,-58.3720374308203,POINT (-58.3720374308203 -34.6405580719645)
